"genenames","signed_p_Rp_Emp2ko_norvsOIR","signed_p_RPE_Emp2ko_norvsOIR","signed_p_SC_F_Emp2ko_norvsOIR","signed_p_Muller_Emp2ko_norvsOIR","signed_p_Microglia_Emp2ko_norvsOIR","signed_p_Cone_Emp2ko_norvsOIR","signed_p_BC_Emp2ko_norvsOIR","signed_p_AC_Emp2ko_norvsOIR","signed_p_Melano_Emp2ko_norvsOIR","signed_p_Immune_Emp2ko_norvsOIR","signed_p_Endo_Emp2ko_norvsOIR","signed_p_R_BC_Emp2ko_norvsOIR","signed_p_other_BCs_Emp2ko_norvsOIR","signed_p_B_T_Emp2ko_norvsOIR"
"1700044C05Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1700044K03Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1700045H11Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1700046C09Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1700047A11Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1700047E10Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1700047F07Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1700047G03Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1700047G07Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1700047I17Rik2",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1700047K16Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1700047L14Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1700047M11Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1700048F04Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1700048M11Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1700048O14Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1700048O20Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1700048P04Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1700049E15Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1700049E17Rik1",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1700049E17Rik2",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1700049E22Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1700051A21Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1700052H01Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1700052I22Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1700052K11Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1700054A03Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1700054K02Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1700054K19Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1700054M17Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1700054O05Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1700055C04Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1700055D18Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1700056E22Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1700056N10Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1700057G04Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1700057H15Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1700057H21Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1700058P15Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1700060C16Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1700060C20Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1700060J05Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1700060O08Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1700061E17Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1700061E18Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1700061F12Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1700061G19Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1700061H18Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1700061I17Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1700061J23Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1700061N14Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1700062C10Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1700063A18Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1700063D05Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1700063H04Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1700063H06Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1700063J08Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1700063O14Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1700064H15Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1700064J06Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1700064M15Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1700065D16Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1700065J11Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1700065J18Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1700065L07Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1700065O20Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1700066B17Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1700066B19Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1700066C05Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1700066J03Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1700066M21Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1700066N21Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1700066O22Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1700067G17Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1700067K01Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1700067P10Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1700069B07Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1700069L16Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1700069P05Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1700071G01Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1700071M16Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1700072B07Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1700072G22Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1700072O05Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1700074H08Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1700074P13Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1700080C20Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1700080G11Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1700080N15Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1700080O16Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1700081B01Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1700081H04Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1700081N11Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1700082M22Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1700083H02Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1700084C06Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1700084D21Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1700084E18Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1700084F23Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1700084M14Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1700085C21Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1700085D07Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1700086D15Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1700086O06Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1700086P04Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1700087I21Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1700087M22Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1700088E04Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1700092C02Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1700092C10Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1700092C17Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1700092E19Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1700092K14Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1700092M07Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1700093J21Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1700093K21Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1700094D03Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1700094J05Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1700094M23Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1700094M24Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1700095A13Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1700095A21Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1700095B10Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1700095J03Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1700095J07Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1700095J12Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1700095K22Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1700096J18Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1700096K18Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1700097N02Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1700099I09Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1700100I10Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1700100L14Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1700101I11Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1700101I19Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1700101O22Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1700102H20Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1700102P08Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1700104B16Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1700104L18Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1700105G05Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1700105P06Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1700106O07Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1700108F19Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1700108J01Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1700108N06Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1700108N11Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1700109G14Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1700109G15Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1700109H08Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1700109I08Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1700109K24Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1700110C19Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1700110I01Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1700110I07Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1700110K17Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1700111E14Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1700111N16Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1700112D23Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1700112H15Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1700112J05Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1700112J16Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1700112K13Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1700112M02Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1700113A16Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1700113B09Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1700113H08Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1700116B05Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1700116H05Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1700119H24Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1700119I11Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1700120B22Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1700120C14Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1700120C18Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1700120E14Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1700120G07Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1700120G11Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1700120K04Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1700120O09Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1700121C08Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1700121L03Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1700121L16Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1700121N20Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1700122C19Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1700122D07Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1700122E12Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1700122H20Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1700122O11Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1700123J17Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1700123K08Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1700123L14Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1700123M08Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1700123O12Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1700123O20Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1700123O21Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1700124L16Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1700124M09Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1700125G02Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1700125G22Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1700125H03Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1700125H20Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1700126A01Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1700126G02Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1700126H18Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1700127F24Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1700128A07Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1700128E19Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1700128I11Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1700129C05Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1700129L04Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1810006J02Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1810007C17Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1810007D17Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1810008B01Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1810008I18Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1810009A15Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1810009J06Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1810010H24Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1810010K12Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1810012K08Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1810012K16Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1810013D15Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1810013L24Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1810014P07Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1810019D21Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1810019N24Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1810020O05Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1810021B22Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1810024B03Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1810026B05Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1810028F09Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1810030O07Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1810034E14Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1810035K13Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1810037I17Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1810041H14Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1810044D09Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1810044K17Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1810046K07Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1810049I09Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1810049J17Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1810053B23Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1810055G02Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1810058I24Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1810058N15Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1810059C17Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1810059H22Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1810062G17Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1810062O18Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1810063I02Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1810064F22Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1810065E05Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1810073O08Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2010001A14Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2010001K21Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2010001M07Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2010003K11Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2010007H06Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2010009K17Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2010013B24Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2010016I18Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2010103J01Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2010106C02Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2010106E10Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2010106G04Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2010109A12Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2010110E17Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2010110G14Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2010110K18Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2010203P06Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2010204K13Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2010300C02Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2010308F09Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2010309G21Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2010310C07Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2010315B03Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2010320M18Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2010320O07Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2200002D01Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2200002J24Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2210010C04Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2210011C24Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2210011K15Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2210016F16Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2210016L21Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2210017I01Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2210020O09Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2210039B01Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2210404E10Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2210406O10Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2210407C18Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2210408F21Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2210408I21Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2210409D07Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2210411M09Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2210414B05Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2210414F02Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2210417A02Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2210418O10Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2210420H20Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2300002M23Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2300003K06Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2300009A05Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2310001H17Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2310001K24Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2310002D06Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2310002F09Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2310002L09Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2310003L06Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2310003N18Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2310005A03Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2310005E17Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2310008N11Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2310009A05Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2310009B15Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2310010J17Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2310011J03Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2310014F06Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2310015A10Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2310015A16Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2310015D24Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2310015K22Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2310016D03Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2310016D23Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2310016G11Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2310020H05Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2310022A10Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2310022B05Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2310026I22Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2310026L22Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2310030A07Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2310030G06Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2310033P09Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2310034C09Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2310034G01Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2310034O05Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2310039H08Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2310039L15Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2310040G24Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2310043L19Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2310043M15Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2310043O21Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2310044K18Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2310046K23Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2310047D07Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2310050C09Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2310057J18Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2310057M21Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2310057N15Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2310058D17Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2310061I04Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2310061N02Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2310065F04Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2310067P03Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2310068J16Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2310069B03Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2310074N15Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2310075C17Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2310079G19Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0
